0.9	0.1	-25.383766012775133
0.9	0.6	-45.318634132485144
1.9	0.1	-21.286894609001518
0.7	0.8	-50.207146415492936
1.3	0.3	-34.041600379242965
0.9	0.2	-28.8550143927492
1.9	0.9	-48.70021444241663
1.5	0.8	-47.54525381668343
0.5	0.6	-47.76605398381483
1.9	0.6	-43.132148990751986
1.3	0.2	-26.93742443260281
1.9	0.3	-32.67270479924598
1.1	0.5	-42.38876922200805
1.5	0.5	-41.4723923192139
0.7	0.1	-27.182288364927334
1.5	0.6	-43.718488011151656
1.7	0.4	-38.07816235300746
1.9	0.5	-40.883949675890136
0.5	0.2	-32.74627555167211
1.7	0.7	-45.357484517729915
1.3	0.5	-41.87411840944408
1.5	0.3	-33.4894849488485
1.3	0.8	-47.96560615731761
0.5	0.8	-51.70842333965557
1.1	0.1	-24.10518825936524
1.5	0.4	-38.434682385572245
1.1	0.7	-46.623212626911446
0.9	0.9	-51.01773761614927
1.1	0.6	-44.63325630397823
0.5	0.3	-38.84863033963094
0.9	0.3	-35.66390277950824
1.3	0.7	-46.09781094002518
0.7	0.6	-46.284524507275165
0.9	0.8	-49.213659067599465
0.5	0.4	-42.79992496635167
0.5	0.7	-49.79960389984753
1.9	0.1	-21.286894609001518
1.3	0.6	-44.11929030049875
1.3	0.9	-49.75704810844434
0.9	0.4	-40.18249866534549
1.9	0.2	-25.357804829081765
1.7	0.1	-21.786495418974614
1.1	0.2	-27.759618676856007
1.9	0.8	-46.927595030054995
1.3	0.4	-38.876149685029596
1.5	0.1	-22.39228013874571
0.5	0.9	-53.50300108082288
1.5	0.9	-49.32996860786123
0.9	0.7	-47.3222114450016
0.9	0.5	-43.07453658640685
1.3	0.1	-23.144052583239567
0.5	0.1	-29.93640581985949
0.5	0.5	-45.5243401851604
0.7	0.9	-52.01318899344365
1.5	0.7	-45.68742197078603
0.9	0.1	-25.383766012775126
1.1	0.8	-48.50229341199966
0.5	0.1	-29.93640581985949
0.7	0.2	-30.395383174097244
1.1	0.9	-50.30053192981995
1.7	0.1	-21.786495418974614
0.7	0.1	-27.182288364927334
1.7	0.3	-33.04243837358821
0.7	0.3	-36.93952666251612
1.1	0.3	-34.74221873157555
1.1	0.4	-39.43849198942242
0.7	0.7	-48.303702730161866
1.7	0.5	-41.14948697508464
1.9	0.7	-45.086151339313474
0.7	0.5	-44.04067747451045
1.1	0.1	-24.10518825936524
1.7	0.8	-47.206578829394545
1.7	0.2	-25.780952549720304
1.7	0.9	-48.984986245159156
0.7	0.4	-41.22151692644537
1.3	0.1	-23.144052583239567
1.7	0.6	-43.39661233570022
1.5	0.2	-26.296034979445903
1.9	0.4	-37.78383596437215
1.5	0.1	-22.39228013874571
